defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,type_numeric,location_numeric,severity_numeric,inspection_method_numeric,year,month,day_of_week,defect_to_product_ratio,cost_bin,defects_per_inspection,avg_cost_per_defect_type,defects_per_day,cost_to_product_ratio,inspection_efficiency
485,50,Structural,2024-02-29,Surface,Minor,Manual Testing,223.73,1,3,1,3,2024,2,Thursday,0.08,Low,352,502.6245738636364,9,23.815900000000003,526.0746875
486,97,Cosmetic,2024-03-29,Internal,Critical,Automated Testing,236.47,3,2,3,2,2024,3,Friday,0.19,Low,297,513.9084789644013,9,84.0584,501.8043097643098
487,26,Cosmetic,2024-03-13,Internal,Critical,Manual Testing,647.11,3,2,3,3,2024,3,Wednesday,0.09,High,352,513.9084789644013,5,53.0189,526.0746875
488,51,Cosmetic,2024-04-04,Surface,Minor,Automated Testing,268.57,3,3,1,2,2024,4,Thursday,0.13,Low,297,513.9084789644013,11,66.7168,501.8043097643098
489,57,Cosmetic,2024-05-10,Internal,Minor,Visual Inspection,405.89,3,2,1,1,2024,5,Friday,0.06,Medium,351,513.9084789644013,6,30.9094,494.0540740740741
490,12,Functional,2024-03-11,Internal,Minor,Manual Testing,643.98,2,2,1,3,2024,3,Monday,0.13,High,352,507.0961061946902,7,65.8365,526.0746875
491,90,Functional,2024-02-19,Internal,Critical,Manual Testing,183.11,2,2,3,3,2024,2,Monday,0.13,Low,352,507.0961061946902,7,48.49940000000001,526.0746875
492,79,Functional,2024-04-21,Component,Moderate,Visual Inspection,878.64,2,1,2,1,2024,4,Sunday,0.13,Critical,351,507.0961061946902,6,74.263,494.0540740740741
493,58,Functional,2024-06-09,Component,Critical,Manual Testing,702.09,2,1,3,3,2024,6,Sunday,0.1,High,352,507.0961061946902,7,60.3877,526.0746875
494,31,Structural,2024-03-01,Internal,Critical,Visual Inspection,823.59,1,2,3,1,2024,3,Friday,0.12,Critical,351,502.6245738636364,7,62.9977,494.0540740740741
495,49,Structural,2024-01-28,Surface,Moderate,Automated Testing,294.56,1,3,2,2,2024,1,Sunday,0.12,Medium,297,502.6245738636364,8,84.1922,501.8043097643098
496,6,Functional,2024-01-16,Internal,Critical,Visual Inspection,533.14,2,2,3,1,2024,1,Tuesday,0.15,High,351,507.0961061946902,8,87.3381,494.0540740740741
497,49,Functional,2024-03-28,Component,Critical,Visual Inspection,975.5,2,1,3,1,2024,3,Thursday,0.12,Critical,351,507.0961061946902,4,84.1922,494.0540740740741
498,87,Cosmetic,2024-06-17,Internal,Moderate,Visual Inspection,707.21,3,2,2,1,2024,6,Monday,0.12,High,351,513.9084789644013,7,62.4517,494.0540740740741
499,60,Cosmetic,2024-04-01,Surface,Moderate,Visual Inspection,775.91,3,3,2,1,2024,4,Monday,0.1,Critical,351,513.9084789644013,5,63.1134,494.0540740740741
500,100,Functional,2024-04-19,Surface,Moderate,Manual Testing,617.36,2,3,2,3,2024,4,Friday,0.07,High,352,507.0961061946902,10,43.7215,526.0746875
501,46,Structural,2024-01-13,Surface,Minor,Visual Inspection,922.52,1,3,1,1,2024,1,Saturday,0.13,Critical,351,502.6245738636364,10,65.2049,494.0540740740741
502,62,Structural,2024-04-26,Surface,Minor,Automated Testing,81.91,1,3,1,2,2024,4,Friday,0.09,Low,297,502.6245738636364,10,32.7141,501.8043097643098
503,91,Cosmetic,2024-06-13,Surface,Critical,Manual Testing,40.19,3,3,3,3,2024,6,Thursday,0.1,Low,352,513.9084789644013,4,26.756999999999998,526.0746875
504,74,Cosmetic,2024-05-26,Internal,Moderate,Manual Testing,943.79,3,2,2,3,2024,5,Sunday,0.15,Critical,352,513.9084789644013,7,84.6054,526.0746875
505,92,Structural,2024-04-11,Surface,Minor,Visual Inspection,411.9,1,3,1,1,2024,4,Thursday,0.16,Medium,351,502.6245738636364,7,75.8884,494.0540740740741
506,66,Structural,2024-05-05,Internal,Critical,Visual Inspection,759.53,1,2,3,1,2024,5,Sunday,0.11,High,351,502.6245738636364,5,58.736,494.0540740740741
507,81,Cosmetic,2024-01-15,Component,Critical,Manual Testing,368.11,3,1,3,3,2024,1,Monday,0.2,Medium,352,513.9084789644013,7,117.40639999999999,526.0746875
508,41,Functional,2024-04-04,Surface,Moderate,Visual Inspection,27.9,2,3,2,1,2024,4,Thursday,0.11,Low,351,507.0961061946902,11,58.3353,494.0540740740741
509,91,Structural,2024-04-21,Internal,Critical,Automated Testing,670.09,1,2,3,2,2024,4,Sunday,0.1,High,297,502.6245738636364,6,26.756999999999998,501.8043097643098
510,35,Functional,2024-05-24,Internal,Critical,Automated Testing,790.76,2,2,3,2,2024,5,Friday,0.11,Critical,297,507.0961061946902,7,58.6208,501.8043097643098
511,12,Cosmetic,2024-06-20,Internal,Moderate,Manual Testing,769.88,3,2,2,3,2024,6,Thursday,0.13,Critical,352,513.9084789644013,8,65.8365,526.0746875
512,77,Cosmetic,2024-05-06,Internal,Critical,Automated Testing,262.6,3,2,3,2,2024,5,Monday,0.14,Low,297,513.9084789644013,9,76.5737,501.8043097643098
513,11,Cosmetic,2024-03-23,Surface,Moderate,Visual Inspection,520.44,3,3,2,1,2024,3,Saturday,0.08,High,351,513.9084789644013,12,39.253299999999996,494.0540740740741
514,93,Structural,2024-05-19,Component,Minor,Visual Inspection,624.75,1,1,1,1,2024,5,Sunday,0.09,High,351,502.6245738636364,9,34.596599999999995,494.0540740740741
515,3,Structural,2024-03-22,Internal,Moderate,Manual Testing,496.27,1,2,2,3,2024,3,Friday,0.08,Medium,352,502.6245738636364,4,31.0665,526.0746875
516,43,Functional,2024-06-20,Component,Moderate,Automated Testing,368.54,2,1,2,2,2024,6,Thursday,0.13,Medium,297,507.0961061946902,8,75.4063,501.8043097643098
517,88,Cosmetic,2024-06-12,Internal,Moderate,Manual Testing,942.94,3,2,2,3,2024,6,Wednesday,0.08,Critical,352,513.9084789644013,5,51.813900000000004,526.0746875
518,4,Cosmetic,2024-03-28,Internal,Critical,Automated Testing,449.63,3,2,3,2,2024,3,Thursday,0.16,Medium,297,513.9084789644013,4,64.9545,501.8043097643098
519,96,Functional,2024-06-18,Internal,Critical,Manual Testing,117.82,2,2,3,3,2024,6,Tuesday,0.13,Low,352,507.0961061946902,6,59.2923,526.0746875
520,75,Functional,2024-05-12,Internal,Critical,Visual Inspection,300.05,2,2,3,1,2024,5,Sunday,0.09,Medium,351,507.0961061946902,9,55.833099999999995,494.0540740740741
521,86,Structural,2024-01-07,Surface,Critical,Visual Inspection,975.1,1,3,3,1,2024,1,Sunday,0.14,Critical,351,502.6245738636364,5,71.40729999999999,494.0540740740741
522,70,Structural,2024-01-13,Surface,Critical,Manual Testing,74.36,1,3,3,3,2024,1,Saturday,0.08,Low,352,502.6245738636364,10,39.7,526.0746875
523,6,Functional,2024-01-08,Component,Moderate,Automated Testing,924.05,2,1,2,2,2024,1,Monday,0.15,Critical,297,507.0961061946902,5,87.3381,501.8043097643098
524,14,Cosmetic,2024-02-10,Surface,Minor,Visual Inspection,132.39,3,3,1,1,2024,2,Saturday,0.11,Low,351,513.9084789644013,5,56.9366,494.0540740740741
525,77,Functional,2024-02-24,Surface,Critical,Manual Testing,893.77,2,3,3,3,2024,2,Saturday,0.14,Critical,352,507.0961061946902,3,76.5737,526.0746875
526,65,Structural,2024-02-10,Surface,Minor,Manual Testing,142.64,1,3,1,3,2024,2,Saturday,0.11,Low,352,502.6245738636364,5,55.3059,526.0746875
527,70,Structural,2024-04-19,Component,Minor,Manual Testing,368.94,1,1,1,3,2024,4,Friday,0.08,Medium,352,502.6245738636364,10,39.7,526.0746875
528,8,Functional,2024-06-10,Internal,Minor,Automated Testing,997.03,2,2,1,2,2024,6,Monday,0.11,Critical,297,507.0961061946902,2,63.0805,501.8043097643098
529,54,Structural,2024-01-02,Surface,Minor,Manual Testing,496.1,1,3,1,3,2024,1,Tuesday,0.09,Medium,352,502.6245738636364,11,43.9343,526.0746875
530,98,Functional,2024-02-02,Surface,Critical,Automated Testing,798.12,2,3,3,2,2024,2,Friday,0.08,Critical,297,507.0961061946902,7,46.043800000000005,501.8043097643098
531,82,Cosmetic,2024-02-08,Internal,Critical,Visual Inspection,572.74,3,2,3,1,2024,2,Thursday,0.08,High,351,513.9084789644013,5,33.7604,494.0540740740741
532,6,Structural,2024-02-10,Surface,Critical,Manual Testing,53.77,1,3,3,3,2024,2,Saturday,0.15,Low,352,502.6245738636364,5,87.3381,526.0746875
533,49,Cosmetic,2024-04-03,Surface,Minor,Visual Inspection,369.83,3,3,1,1,2024,4,Wednesday,0.12,Medium,351,513.9084789644013,2,84.1922,494.0540740740741
534,14,Cosmetic,2024-04-11,Surface,Minor,Visual Inspection,398.17,3,3,1,1,2024,4,Thursday,0.11,Medium,351,513.9084789644013,7,56.9366,494.0540740740741
535,88,Structural,2024-03-21,Internal,Critical,Automated Testing,825.57,1,2,3,2,2024,3,Thursday,0.08,Critical,297,502.6245738636364,6,51.813900000000004,501.8043097643098
536,8,Functional,2024-05-13,Internal,Critical,Automated Testing,201.88,2,2,3,2,2024,5,Monday,0.11,Low,297,507.0961061946902,2,63.0805,501.8043097643098
537,91,Cosmetic,2024-06-13,Component,Critical,Visual Inspection,47.47,3,1,3,1,2024,6,Thursday,0.1,Low,351,513.9084789644013,4,26.756999999999998,494.0540740740741
538,1,Structural,2024-05-11,Component,Moderate,Automated Testing,856.33,1,1,2,2,2024,5,Saturday,0.12,Critical,297,502.6245738636364,3,66.52590000000001,501.8043097643098
539,15,Cosmetic,2024-05-12,Internal,Moderate,Manual Testing,497.65,3,2,2,3,2024,5,Sunday,0.1,Medium,352,513.9084789644013,9,40.4251,526.0746875
540,20,Cosmetic,2024-02-14,Internal,Minor,Manual Testing,908.53,3,2,1,3,2024,2,Wednesday,0.07,Critical,352,513.9084789644013,5,37.683099999999996,526.0746875
541,16,Cosmetic,2024-04-29,Component,Critical,Manual Testing,371.88,3,1,3,3,2024,4,Monday,0.05,Medium,352,513.9084789644013,3,35.5939,526.0746875
542,49,Functional,2024-06-25,Surface,Moderate,Manual Testing,960.15,2,3,2,3,2024,6,Tuesday,0.12,Critical,352,507.0961061946902,6,84.1922,526.0746875
543,76,Structural,2024-03-18,Component,Minor,Visual Inspection,73.55,1,1,1,1,2024,3,Monday,0.11,Low,351,502.6245738636364,3,56.2061,494.0540740740741
544,56,Cosmetic,2024-01-12,Component,Minor,Automated Testing,615.43,3,1,1,2,2024,1,Friday,0.18,High,297,513.9084789644013,6,99.163,501.8043097643098
545,21,Structural,2024-06-17,Component,Minor,Visual Inspection,619.02,1,1,1,1,2024,6,Monday,0.05,High,351,502.6245738636364,7,23.5021,494.0540740740741
546,17,Functional,2024-01-15,Component,Minor,Manual Testing,677.64,2,1,1,3,2024,1,Monday,0.14,High,352,507.0961061946902,7,72.947,526.0746875
547,10,Cosmetic,2024-02-25,Surface,Moderate,Visual Inspection,684.16,3,3,2,1,2024,2,Sunday,0.16,High,351,513.9084789644013,10,100.8492,494.0540740740741
548,90,Functional,2024-03-26,Internal,Critical,Automated Testing,536.37,2,2,3,2,2024,3,Tuesday,0.13,High,297,507.0961061946902,3,48.49940000000001,501.8043097643098
549,8,Cosmetic,2024-01-22,Surface,Minor,Visual Inspection,47.22,3,3,1,1,2024,1,Monday,0.11,Low,351,513.9084789644013,3,63.0805,494.0540740740741
550,27,Structural,2024-05-26,Surface,Minor,Automated Testing,704.44,1,3,1,2,2024,5,Sunday,0.12,High,297,502.6245738636364,7,66.631,501.8043097643098
551,87,Functional,2024-04-15,Surface,Minor,Automated Testing,512.02,2,3,1,2,2024,4,Monday,0.12,High,297,507.0961061946902,3,62.4517,501.8043097643098
552,93,Structural,2024-06-04,Component,Minor,Automated Testing,36.04,1,1,1,2,2024,6,Tuesday,0.09,Low,297,502.6245738636364,6,34.596599999999995,501.8043097643098
553,12,Functional,2024-01-10,Surface,Critical,Manual Testing,811.65,2,3,3,3,2024,1,Wednesday,0.13,Critical,352,507.0961061946902,5,65.8365,526.0746875
554,30,Functional,2024-01-28,Internal,Critical,Automated Testing,900.37,2,2,3,2,2024,1,Sunday,0.09,Critical,297,507.0961061946902,8,52.728199999999994,501.8043097643098
555,4,Functional,2024-03-06,Component,Minor,Automated Testing,644.51,2,1,1,2,2024,3,Wednesday,0.16,High,297,507.0961061946902,4,64.9545,501.8043097643098
556,71,Functional,2024-02-11,Surface,Minor,Visual Inspection,355.85,2,3,1,1,2024,2,Sunday,0.06,Medium,351,507.0961061946902,3,29.5278,494.0540740740741
557,97,Functional,2024-03-03,Internal,Minor,Manual Testing,945.18,2,2,1,3,2024,3,Sunday,0.19,Critical,352,507.0961061946902,10,84.0584,526.0746875
558,12,Structural,2024-04-13,Internal,Minor,Visual Inspection,201.79,1,2,1,1,2024,4,Saturday,0.13,Low,351,502.6245738636364,4,65.8365,494.0540740740741
559,17,Cosmetic,2024-02-26,Internal,Minor,Manual Testing,73.0,3,2,1,3,2024,2,Monday,0.14,Low,352,513.9084789644013,5,72.947,526.0746875
560,94,Cosmetic,2024-01-09,Surface,Moderate,Manual Testing,769.57,3,3,2,3,2024,1,Tuesday,0.06,Critical,352,513.9084789644013,11,34.898,526.0746875
561,45,Functional,2024-03-27,Surface,Moderate,Automated Testing,930.11,2,3,2,2,2024,3,Wednesday,0.15,Critical,297,507.0961061946902,8,95.3236,501.8043097643098
562,72,Cosmetic,2024-01-15,Internal,Moderate,Manual Testing,554.98,3,2,2,3,2024,1,Monday,0.1,High,352,513.9084789644013,7,44.5527,526.0746875
563,56,Functional,2024-02-13,Component,Minor,Automated Testing,826.59,2,1,1,2,2024,2,Tuesday,0.18,Critical,297,507.0961061946902,6,99.163,501.8043097643098
564,93,Functional,2024-02-18,Surface,Critical,Manual Testing,362.82,2,3,3,3,2024,2,Sunday,0.09,Medium,352,507.0961061946902,8,34.596599999999995,526.0746875
565,58,Structural,2024-01-15,Surface,Minor,Manual Testing,946.8,1,3,1,3,2024,1,Monday,0.1,Critical,352,502.6245738636364,7,60.3877,526.0746875
566,96,Cosmetic,2024-02-17,Internal,Minor,Automated Testing,192.28,3,2,1,2,2024,2,Saturday,0.13,Low,297,513.9084789644013,9,59.2923,501.8043097643098
567,38,Functional,2024-04-04,Internal,Critical,Automated Testing,383.41,2,2,3,2,2024,4,Thursday,0.08,Medium,297,507.0961061946902,11,38.5737,501.8043097643098
568,62,Structural,2024-03-19,Surface,Minor,Automated Testing,132.83,1,3,1,2,2024,3,Tuesday,0.09,Low,297,502.6245738636364,6,32.7141,501.8043097643098
569,97,Functional,2024-05-14,Component,Critical,Automated Testing,904.32,2,1,3,2,2024,5,Tuesday,0.19,Critical,297,507.0961061946902,7,84.0584,501.8043097643098
570,12,Cosmetic,2024-03-22,Internal,Critical,Visual Inspection,944.63,3,2,3,1,2024,3,Friday,0.13,Critical,351,513.9084789644013,4,65.8365,494.0540740740741
571,47,Functional,2024-04-19,Surface,Critical,Manual Testing,524.5,2,3,3,3,2024,4,Friday,0.11,High,352,507.0961061946902,10,62.7588,526.0746875
572,73,Structural,2024-02-17,Internal,Critical,Visual Inspection,976.75,1,2,3,1,2024,2,Saturday,0.06,Critical,351,502.6245738636364,9,44.0672,494.0540740740741
573,46,Cosmetic,2024-02-27,Internal,Critical,Visual Inspection,508.94,3,2,3,1,2024,2,Tuesday,0.13,High,351,513.9084789644013,3,65.2049,494.0540740740741
574,5,Functional,2024-01-21,Component,Critical,Visual Inspection,565.86,2,1,3,1,2024,1,Sunday,0.13,High,351,507.0961061946902,7,59.1251,494.0540740740741
575,72,Functional,2024-03-07,Component,Minor,Visual Inspection,151.62,2,1,1,1,2024,3,Thursday,0.1,Low,351,507.0961061946902,2,44.5527,494.0540740740741
576,99,Structural,2024-04-10,Surface,Critical,Automated Testing,394.88,1,3,3,2,2024,4,Wednesday,0.1,Medium,297,502.6245738636364,6,55.981300000000005,501.8043097643098
577,1,Functional,2024-04-21,Surface,Critical,Visual Inspection,404.22,2,3,3,1,2024,4,Sunday,0.12,Medium,351,507.0961061946902,6,66.52590000000001,494.0540740740741
578,26,Structural,2024-06-09,Component,Minor,Visual Inspection,564.82,1,1,1,1,2024,6,Sunday,0.09,High,351,502.6245738636364,7,53.0189,494.0540740740741
579,100,Structural,2024-04-12,Internal,Minor,Manual Testing,722.21,1,2,1,3,2024,4,Friday,0.07,High,352,502.6245738636364,3,43.7215,526.0746875
580,15,Structural,2024-03-04,Internal,Moderate,Visual Inspection,16.05,1,2,2,1,2024,3,Monday,0.1,Low,351,502.6245738636364,2,40.4251,494.0540740740741
581,9,Functional,2024-06-20,Internal,Moderate,Manual Testing,666.31,2,2,2,3,2024,6,Thursday,0.09,High,352,507.0961061946902,8,44.38399999999999,526.0746875
582,80,Cosmetic,2024-06-08,Component,Moderate,Automated Testing,346.73,3,1,2,2,2024,6,Saturday,0.11,Medium,297,513.9084789644013,12,33.486799999999995,501.8043097643098
583,86,Structural,2024-06-29,Internal,Moderate,Automated Testing,138.42,1,2,2,2,2024,6,Saturday,0.14,Low,297,502.6245738636364,4,71.40729999999999,501.8043097643098
584,42,Structural,2024-06-29,Component,Minor,Visual Inspection,663.53,1,1,1,1,2024,6,Saturday,0.05,High,351,502.6245738636364,4,25.5651,494.0540740740741
585,19,Structural,2024-06-01,Surface,Critical,Automated Testing,150.78,1,3,3,2,2024,6,Saturday,0.04,Low,297,502.6245738636364,4,19.823600000000003,501.8043097643098
586,97,Cosmetic,2024-03-11,Surface,Critical,Automated Testing,503.25,3,3,3,2,2024,3,Monday,0.19,Medium,297,513.9084789644013,7,84.0584,501.8043097643098
587,68,Structural,2024-02-03,Surface,Moderate,Manual Testing,576.57,1,3,2,3,2024,2,Saturday,0.07,High,352,502.6245738636364,6,42.4433,526.0746875
588,40,Structural,2024-02-26,Surface,Moderate,Visual Inspection,204.6,1,3,2,1,2024,2,Monday,0.07,Low,351,502.6245738636364,5,26.2277,494.0540740740741
589,8,Structural,2024-03-03,Internal,Moderate,Visual Inspection,410.72,1,2,2,1,2024,3,Sunday,0.11,Medium,351,502.6245738636364,10,63.0805,494.0540740740741
590,90,Structural,2024-02-17,Component,Minor,Manual Testing,50.38,1,1,1,3,2024,2,Saturday,0.13,Low,352,502.6245738636364,9,48.49940000000001,526.0746875
591,90,Functional,2024-02-09,Surface,Moderate,Manual Testing,400.31,2,3,2,3,2024,2,Friday,0.13,Medium,352,507.0961061946902,6,48.49940000000001,526.0746875
592,7,Structural,2024-06-01,Internal,Minor,Automated Testing,301.7,1,2,1,2,2024,6,Saturday,0.14,Medium,297,502.6245738636364,4,64.9622,501.8043097643098
593,73,Functional,2024-06-23,Surface,Moderate,Visual Inspection,64.74,2,3,2,1,2024,6,Sunday,0.06,Low,351,507.0961061946902,4,44.0672,494.0540740740741
594,96,Cosmetic,2024-01-14,Surface,Moderate,Automated Testing,485.27,3,3,2,2,2024,1,Sunday,0.13,Medium,297,513.9084789644013,4,59.2923,501.8043097643098
595,60,Cosmetic,2024-06-21,Surface,Moderate,Automated Testing,194.44,3,3,2,2,2024,6,Friday,0.1,Low,297,513.9084789644013,6,63.1134,501.8043097643098
596,74,Structural,2024-06-16,Internal,Moderate,Automated Testing,891.01,1,2,2,2,2024,6,Sunday,0.15,Critical,297,502.6245738636364,3,84.6054,501.8043097643098
597,26,Cosmetic,2024-04-19,Internal,Critical,Automated Testing,267.51,3,2,3,2,2024,4,Friday,0.09,Low,297,513.9084789644013,10,53.0189,501.8043097643098
598,50,Functional,2024-06-08,Component,Critical,Automated Testing,151.43,2,1,3,2,2024,6,Saturday,0.08,Low,297,507.0961061946902,12,23.815900000000003,501.8043097643098
599,36,Functional,2024-04-20,Internal,Critical,Manual Testing,297.76,2,2,3,3,2024,4,Saturday,0.12,Medium,352,507.0961061946902,5,52.018499999999996,526.0746875
600,46,Cosmetic,2024-04-21,Component,Critical,Manual Testing,663.35,3,1,3,3,2024,4,Sunday,0.13,High,352,513.9084789644013,6,65.2049,526.0746875
601,46,Structural,2024-04-24,Internal,Moderate,Visual Inspection,927.75,1,2,2,1,2024,4,Wednesday,0.13,Critical,351,502.6245738636364,9,65.2049,494.0540740740741
602,74,Cosmetic,2024-02-10,Surface,Moderate,Visual Inspection,283.6,3,3,2,1,2024,2,Saturday,0.15,Medium,351,513.9084789644013,5,84.6054,494.0540740740741
603,45,Structural,2024-03-21,Surface,Moderate,Manual Testing,919.65,1,3,2,3,2024,3,Thursday,0.15,Critical,352,502.6245738636364,6,95.3236,526.0746875
604,100,Functional,2024-03-25,Surface,Critical,Visual Inspection,302.29,2,3,3,1,2024,3,Monday,0.07,Medium,351,507.0961061946902,4,43.7215,494.0540740740741
605,63,Functional,2024-05-27,Surface,Moderate,Automated Testing,309.53,2,3,2,2,2024,5,Monday,0.2,Medium,297,507.0961061946902,5,91.7406,501.8043097643098
606,63,Structural,2024-04-13,Surface,Minor,Manual Testing,478.6,1,3,1,3,2024,4,Saturday,0.2,Medium,352,502.6245738636364,4,91.7406,526.0746875
607,75,Cosmetic,2024-05-30,Component,Minor,Visual Inspection,419.58,3,1,1,1,2024,5,Thursday,0.09,Medium,351,513.9084789644013,6,55.833099999999995,494.0540740740741
608,5,Cosmetic,2024-03-25,Surface,Minor,Automated Testing,685.3,3,3,1,2,2024,3,Monday,0.13,High,297,513.9084789644013,4,59.1251,501.8043097643098
609,5,Structural,2024-05-06,Internal,Critical,Visual Inspection,390.64,1,2,3,1,2024,5,Monday,0.13,Medium,351,502.6245738636364,9,59.1251,494.0540740740741
610,81,Cosmetic,2024-05-12,Internal,Minor,Manual Testing,837.9,3,2,1,3,2024,5,Sunday,0.2,Critical,352,513.9084789644013,9,117.40639999999999,526.0746875
611,80,Functional,2024-01-20,Internal,Minor,Manual Testing,67.82,2,2,1,3,2024,1,Saturday,0.11,Low,352,507.0961061946902,6,33.486799999999995,526.0746875
612,56,Structural,2024-04-13,Internal,Minor,Manual Testing,21.12,1,2,1,3,2024,4,Saturday,0.18,Low,352,502.6245738636364,4,99.163,526.0746875
613,68,Structural,2024-01-08,Surface,Moderate,Visual Inspection,700.72,1,3,2,1,2024,1,Monday,0.07,High,351,502.6245738636364,5,42.4433,494.0540740740741
614,67,Cosmetic,2024-01-18,Surface,Critical,Manual Testing,893.3,3,3,3,3,2024,1,Thursday,0.12,Critical,352,513.9084789644013,2,67.6574,526.0746875
615,53,Cosmetic,2024-03-02,Surface,Moderate,Automated Testing,736.75,3,3,2,2,2024,3,Saturday,0.06,High,297,513.9084789644013,5,32.7112,501.8043097643098
616,81,Functional,2024-03-09,Internal,Critical,Manual Testing,803.54,2,2,3,3,2024,3,Saturday,0.2,Critical,352,507.0961061946902,5,117.40639999999999,526.0746875
617,47,Functional,2024-03-23,Internal,Moderate,Automated Testing,21.17,2,2,2,2,2024,3,Saturday,0.11,Low,297,507.0961061946902,12,62.7588,501.8043097643098
618,92,Functional,2024-02-29,Component,Minor,Manual Testing,678.59,2,1,1,3,2024,2,Thursday,0.16,High,352,507.0961061946902,9,75.8884,526.0746875
619,87,Functional,2024-02-18,Component,Moderate,Automated Testing,220.01,2,1,2,2,2024,2,Sunday,0.12,Low,297,507.0961061946902,8,62.4517,501.8043097643098
620,51,Cosmetic,2024-02-03,Internal,Critical,Manual Testing,251.67,3,2,3,3,2024,2,Saturday,0.13,Low,352,513.9084789644013,6,66.7168,526.0746875
621,61,Structural,2024-04-10,Surface,Critical,Manual Testing,808.85,1,3,3,3,2024,4,Wednesday,0.11,Critical,352,502.6245738636364,6,59.6751,526.0746875
622,87,Structural,2024-01-06,Internal,Minor,Manual Testing,537.35,1,2,1,3,2024,1,Saturday,0.12,High,352,502.6245738636364,9,62.4517,526.0746875
623,8,Cosmetic,2024-04-06,Component,Moderate,Manual Testing,178.3,3,1,2,3,2024,4,Saturday,0.11,Low,352,513.9084789644013,6,63.0805,526.0746875
624,56,Cosmetic,2024-01-09,Internal,Critical,Visual Inspection,638.8,3,2,3,1,2024,1,Tuesday,0.18,High,351,513.9084789644013,11,99.163,494.0540740740741
625,98,Functional,2024-06-24,Internal,Critical,Automated Testing,770.66,2,2,3,2,2024,6,Monday,0.08,Critical,297,507.0961061946902,8,46.043800000000005,501.8043097643098
626,7,Structural,2024-04-19,Component,Minor,Visual Inspection,289.27,1,1,1,1,2024,4,Friday,0.14,Medium,351,502.6245738636364,10,64.9622,494.0540740740741
627,24,Structural,2024-05-15,Component,Minor,Automated Testing,779.02,1,1,1,2,2024,5,Wednesday,0.08,Critical,297,502.6245738636364,5,33.579899999999995,501.8043097643098
628,23,Structural,2024-01-04,Surface,Moderate,Automated Testing,704.06,1,3,2,2,2024,1,Thursday,0.07,High,297,502.6245738636364,6,40.8322,501.8043097643098
629,43,Functional,2024-04-16,Internal,Critical,Visual Inspection,546.42,2,2,3,1,2024,4,Tuesday,0.13,High,351,507.0961061946902,8,75.4063,494.0540740740741
630,95,Functional,2024-06-23,Component,Moderate,Visual Inspection,780.89,2,1,2,1,2024,6,Sunday,0.12,Critical,351,507.0961061946902,4,61.257799999999996,494.0540740740741
631,13,Cosmetic,2024-05-03,Surface,Minor,Manual Testing,303.08,3,3,1,3,2024,5,Friday,0.09,Medium,352,513.9084789644013,10,51.006400000000006,526.0746875
632,72,Structural,2024-05-04,Internal,Minor,Automated Testing,557.57,1,2,1,2,2024,5,Saturday,0.1,High,297,502.6245738636364,5,44.5527,501.8043097643098
633,28,Functional,2024-01-28,Component,Minor,Manual Testing,222.11,2,1,1,3,2024,1,Sunday,0.12,Low,352,507.0961061946902,8,55.408199999999994,526.0746875
634,94,Functional,2024-05-23,Internal,Minor,Visual Inspection,575.47,2,2,1,1,2024,5,Thursday,0.06,High,351,507.0961061946902,3,34.898,494.0540740740741
635,60,Structural,2024-06-14,Component,Minor,Automated Testing,478.44,1,1,1,2,2024,6,Friday,0.1,Medium,297,502.6245738636364,6,63.1134,501.8043097643098
636,17,Functional,2024-02-05,Surface,Moderate,Visual Inspection,32.62,2,3,2,1,2024,2,Monday,0.14,Low,351,507.0961061946902,4,72.947,494.0540740740741
637,21,Functional,2024-05-29,Component,Critical,Automated Testing,121.29,2,1,3,2,2024,5,Wednesday,0.05,Low,297,507.0961061946902,7,23.5021,501.8043097643098
638,89,Cosmetic,2024-04-07,Component,Moderate,Automated Testing,967.29,3,1,2,2,2024,4,Sunday,0.04,Critical,297,513.9084789644013,5,24.711599999999997,501.8043097643098
639,43,Cosmetic,2024-01-17,Surface,Moderate,Visual Inspection,200.29,3,3,2,1,2024,1,Wednesday,0.13,Low,351,513.9084789644013,2,75.4063,494.0540740740741
640,5,Cosmetic,2024-06-21,Internal,Minor,Automated Testing,185.0,3,2,1,2,2024,6,Friday,0.13,Low,297,513.9084789644013,6,59.1251,501.8043097643098
641,7,Functional,2024-01-30,Internal,Moderate,Manual Testing,959.61,2,2,2,3,2024,1,Tuesday,0.14,Critical,352,507.0961061946902,7,64.9622,526.0746875
642,28,Structural,2024-01-26,Component,Critical,Visual Inspection,170.66,1,1,3,1,2024,1,Friday,0.12,Low,351,502.6245738636364,8,55.408199999999994,494.0540740740741
643,27,Cosmetic,2024-06-17,Component,Minor,Visual Inspection,563.94,3,1,1,1,2024,6,Monday,0.12,High,351,513.9084789644013,7,66.631,494.0540740740741
644,58,Cosmetic,2024-06-08,Internal,Minor,Automated Testing,52.03,3,2,1,2,2024,6,Saturday,0.1,Low,297,513.9084789644013,12,60.3877,501.8043097643098
645,33,Functional,2024-06-07,Component,Critical,Automated Testing,474.62,2,1,3,2,2024,6,Friday,0.11,Medium,297,507.0961061946902,8,55.758100000000006,501.8043097643098
646,20,Structural,2024-01-14,Surface,Moderate,Visual Inspection,263.76,1,3,2,1,2024,1,Sunday,0.07,Low,351,502.6245738636364,4,37.683099999999996,494.0540740740741
